-DOCSTART- -X- -X- O
fios fios Case=Dat|Gender=Masc|Number=Sing NOUN
aice aig Gender=Fem|Number=Sing|Person=3 ADP
carson carson Mood=Int ADV
, , _ PUNCT
is is _ CCONJ
stad stad Tense=Past VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
a a PartType=Inf PART
chur cuir VerbForm=Inf NOUN
cheistean ceist Case=Gen|Gender=Fem|Number=Plur NOUN
. . _ PUNCT

Dòcha dòcha _ NOUN
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
bhios bi Tense=Fut VERB
Iain Iain Case=Nom|Gender=Masc PROPN
na an _ ADP
sheann seann _ ADJ
duine duine Case=Dat|Gender=Masc|Number=Sing NOUN
gun gun _ PART
innis innis Tense=Fut VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
do do _ ADP
na an Gender=Masc|Number=Plur DET
h-oghaichean oghaiche Case=Dat|Gender=Masc|Number=Plur NOUN
ciamar ciamar Mood=Int ADV
a a PartType=Vb|PronType=Rel PART
fhuair faigh Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
am an Gender=Masc|Number=Sing DET
fàinne fàinne Case=Nom|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
chreid creid Tense=Fut VERB
iadsan iad Number=Plur|Person=3|PronType=Emp PRON
e e Gender=Masc|Number=Sing|Person=3 PRON
nach nach PartType=Cmpl|Polarity=Neg PART
do do Tense=Past PART
chuir cuir Tense=Past VERB
eòlas eòlas Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ ADP
Clachan Clachan _ PROPN
fuara fuara Case=Dat|Gender=Fem|Number=Plur ADJ
Trianaoin Trianaoin _ PROPN
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
ach ach _ ADP
botal botal Case=Nom|Gender=Masc|Number=Sing NOUN
Budweiser Budweiser _ PROPN
is is _ CCONJ
glainne glainne Case=Nom|Gender=Fem|Number=Sing NOUN
Coke Coke _ PROPN
air air _ ADP
cunntair cunntair Case=Dat|Gender=Masc|Number=Sing NOUN
a’ an Case=Gen|Gender=Masc|Number=Sing DET
bhàr bàr Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Na an _ ADP
sheasamh seas VerbForm=Vnoun NOUN
air air _ ADP
chùl cùl Case=Dat|Gender=Masc|Number=Sing NOUN
a a Gender=Masc|Number=Sing|Person=3 DET
chunntair cunntair Case=Gen|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
thog tog Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
reamhar reamhar Case=Nom|Gender=Masc|Number=Sing ADJ
leis le _ ADP
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
an an Gender=Masc|Number=Sing DET
t-àite àite Case=Nom|Gender=Masc|Number=Sing NOUN
am an Gender=Masc|Number=Sing DET
botal botal Case=Nom|Gender=Masc|Number=Sing NOUN
leanna leanna Case=Gen|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
smèid smèid Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
leis le Gender=Masc|Number=Sing|Person=3 ADP
chun chun _ ADP
an an Case=Gen|Gender=Masc|Number=Sing DET
àrd-ùrlair àrd-ùrlair Case=Gen|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
teann teann _ ADJ
ris ri _ ADP
a’ an Gender=Masc|Number=Sing DET
bhalla balla Case=Dat|Gender=Masc|Number=Sing NOUN
mu mu _ ADP
dhà dhà _ NUM
fhichead fhichead _ NUM
troigh troigh Case=Dat|Gender=Fem|Number=Sing NOUN
air air _ ADV
falbh falbh _ ADV
bhuaithe bhuaithe Gender=Masc|Number=Sing|Person=3 ADP
air air _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
làimh làimh Case=Dat|Gender=Fem|Number=Sing NOUN
cheàrr ceàrr Case=Dat|Gender=Fem|Number=Sing ADJ
. . _ PUNCT

Chuir cuir Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
liath liath Case=Nom|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
na an _ ADP
ghurraban gurraban Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
stòl stòl Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
leth-char leth-char Case=Nom|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
gu gu _ SCONJ
'm 'm Mood=Int|PartType=Vb|PronType=Int PART
faiceadh faic Mood=Cnd VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
na na PartType=Comp PART
b' b' PartType=Comp PART
fheàrr math Degree=Cmp,Sup ADJ
anns anns _ ADP
an an Gender=Masc|Number=Sing DET
dorchadas dorchadas Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

“ “ _ PUNCT
Innsidh inns Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
seo seo _ PRON
dhut do Number=Sing|Person=2 ADP
gu gu PartType=Ad PART
math math _ ADV
cliobhar cliobhar _ ADV
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

“ “ _ PUNCT
Peavey Peavey _ PROPN
600 600 _ NUM
amp-head amp-head Foreign=Yes NOUN
, , _ PUNCT
Carlsboro Carlsboro _ PROPN
combo combo Foreign=Yes NOUN
amp amp Foreign=Yes NOUN
- - _ PUNCT
faodaidh faod Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
an an Gender=Masc|Number=Sing DET
giotàr giotàr Case=Nom|Gender=Masc|Number=Sing NOUN
agad agad Number=Sing|Person=2 ADP
a a PartType=Inf PART
chur cuir VerbForm=Inf NOUN
troimhe troimhe Gender=Masc|Number=Sing|Person=3 ADP
ma ma _ SCONJ
tha bi Tense=Pres VERB
thu thu Number=Sing|Person=2 PRON
dol rach _ NOUN
ga ga _ PART
chluich cluich VerbForm=Vnoun NOUN
- - _ PUNCT
agus agus _ CCONJ
micreofon micreofon Case=Nom|Gender=Masc|Number=Sing NOUN
Shure Sure _ PROPN
. . _ PUNCT
" " _ PUNCT

Ghabh gabh Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
balgam balgam Case=Nom|Gender=Masc|Number=Sing NOUN
dhen de _ ADP
Choke Coke _ PROPN
. . _ PUNCT

“ “ _ PUNCT
Orra _ _ _
air air _ ADP
do do Number=Sing|Person=2 DET
shocair socair Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
'ille gille Case=Voc|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
" " _ PUNCT
ars arsa Tense=Past VERB
esan e Gender=Masc|Number=Sing|Person=3|PronType=Emp PRON
. . _ PUNCT

“ “ _ PUNCT
Bheil bi Tense=Pres VERB
rùm rùm Case=Nom|Gender=Masc|Number=Sing NOUN
agad agad Number=Sing|Person=2 ADP
far far _ SCONJ
am am Mood=Int|PartType=Vb|PronType=Int PART
faod faod Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
an an Gender=Masc|Number=Sing DET
t-èileadh èileadh Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
chur cuir VerbForm=Inf NOUN
orm air Number=Sing|Person=1 ADP
? ? _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Faodaidh faod Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
cur cuir _ NOUN
dhiot dhiot Number=Sing|Person=2 ADP
anns anns _ ADP
a’ an Gender=Masc|Number=Sing DET
chidsin cidsin Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

“ “ _ PUNCT
Gabh gabh Mood=Imp|Person=2 VERB
straight straight Foreign=Yes ADV
a-steach a-steach _ ADV
tron tron _ ADP
doras doras Case=Dat|Gender=Masc|Number=Sing NOUN
ud ud _ DET
shuas shuas _ ADV
aig aig _ ADP
a’ an Gender=Masc|Number=Sing DET
cheann ceann Case=Dat|Gender=Masc|Number=Sing NOUN
thall tall _ ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
t-àite àite Case=Nom|Gender=Masc|Number=Sing NOUN
na an _ ADP
mhess mhess Foreign=Yes X
, , _ PUNCT
tha bi Tense=Pres VERB
eagal eagal Case=Nom|Gender=Masc|Number=Sing NOUN
orm air Number=Sing|Person=1 ADP
. . _ PUNCT

Dh’fhalbh falbh Tense=Past VERB
na an Gender=Masc|Number=Plur DET
peantairean peantair Case=Nom|Gender=Masc|Number=Plur NOUN
, , _ PUNCT
chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
uair uair Case=Nom|Gender=Fem|Number=Sing NOUN
a a _ ADP
thìde tìd Case=Dat|Gender=Fem|Number=Sing NOUN
bhuaithe bhuaithe Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT
" " _ PUNCT

Thug toir Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
sùil sùil Case=Nom|Gender=Fem|Number=Sing NOUN
air air _ ADP
uaireadair uaireadair Case=Dat|Gender=Masc|Number=Sing NOUN
Patek Patek _ PROPN
Philippe Pilippe _ PROPN
. . _ PUNCT

“ “ _ PUNCT
Leth-uair leth-uair Case=Nom|Gender=Fem|Number=Sing NOUN
an an _ ADP
dèidh dèidh _ ADP
ceithir ceithir _ NUM
an an _ ADV
dràsda dràsda _ ADV
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
. . _ PUNCT

“ “ _ PUNCT
Tha bi Tense=Pres VERB
a’ an Gender=Fem|Number=Sing DET
chlann-nighean clann-nighean Case=Dat|Gender=Fem|Number=Sing NOUN
a' ag _ PART
tighinn thig VerbForm=Vnoun NOUN
uair uair Case=Nom|Gender=Fem|Number=Sing NOUN
sam sam _ ADJ
bith bith _ ADJ
tuilleadh tuilleadh _ ADV
. . _ PUNCT

Ma ma _ SCONJ
tha bi Tense=Pres VERB
thu thu Number=Sing|Person=2 PRON
fhèin fhèin Reflex=Yes PRON
ann ann Gender=Masc|Number=Sing|Person=3 ADP
mu mu _ ADP
leth-uair leth-uair Case=Dat|Gender=Fem|Number=Sing NOUN
an an _ ADP
dèidh dèidh _ ADP
ochd ochd _ NUM
, , _ PUNCT
faodaidh faod Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
tòiseachadh tòisich _ NOUN
... ... _ PUNCT
chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
a'm a'm Number=Sing|Person=1 ADP
... ... _ PUNCT
timcheall timcheall _ ADJ
air air _ ADP
a a PartType=Num PART
naoi naoi _ NUM
. . _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Agus agus _ CCONJ
cuin cuin Mood=Int ADV
a a PartType=Vb|PronType=Rel PART
bhios bi Tense=Fut VERB
sinn sinn Number=Plur|Person=1 PRON
a' ag _ PART
sgaoileadh sgaoil VerbForm=Vnoun NOUN
? ? _ PUNCT
" " _ PUNCT

Choimhead coimhead Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
air air _ ADP
an an Gender=Masc|Number=Sing DET
uaireadair uaireadair Case=Dat|Gender=Masc|Number=Sing NOUN
a-rithist a-rithist _ ADV
. . _ PUNCT

“ “ _ PUNCT
Trobhad trobhad Mood=Imp|Person=2 VERB
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
, , _ PUNCT
“ “ _ PUNCT
cha cha PartType=Cmpl|Polarity=Neg PART
bhi bi Tense=Fut VERB
agad agad Number=Sing|Person=2 ADP
ach ach _ ADP
a’ an Gender=Fem|Number=Sing DET
chùis cùis Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Inf PART
chumail cùm VerbForm=Inf NOUN
a' ag _ PART
dol rach VerbForm=Vnoun NOUN
gu gu _ ADP
dà-reug dà-reug Case=Dat|Gender=Fem|Number=Sing NOUN
. . _ PUNCT
" " _ PUNCT

Dh’èirich èirich Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
, , _ PUNCT
agus agus _ CCONJ
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
thionndaidh tionndaidh Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
a a _ ADP
bhruidhinn bruidhinn VerbForm=Vnoun NOUN
ris ri _ ADP
an an Gender=Masc|Number=Sing DET
fhear fear Case=Dat|Gender=Masc|Number=Sing NOUN
bheag beag Case=Dat|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
bha bi Tense=Past VERB
snodha-gàire snodha-gàire Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ ADP
aodann aodann Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

“ “ _ PUNCT
Dhèanainn dèanainn Mood=Cnd|Person=1 VERB
seo seo _ PRON
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
, , _ PUNCT
“ “ _ PUNCT
ged ged _ SCONJ
a a PartType=Vb|PronType=Rel PART
bhithinn bi Mood=Cnd|Person=1 VERB
na an _ ADP
mo mo Number=Sing|Person=1 DET
chadal cadal Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Chan is _ AUX
eagal eagal Case=Nom|Gender=Masc|Number=Sing NOUN
dhut do Number=Sing|Person=2 ADP
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
an an Gender=Masc|Number=Sing DET
duine duine Case=Nom|Gender=Masc|Number=Sing NOUN
liath liath Case=Nom|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
“ “ _ PUNCT
tha bi Tense=Pres VERB
mi mi Number=Sing|Person=1 PRON
air air _ PART
a a PartType=Inf PART
bhith bi VerbForm=Inf NOUN
ris ri _ ADP
an an Gender=Fem|Number=Sing DET
obair obair Case=Dat|Gender=Fem|Number=Sing NOUN
seo seo _ DET
bho bho _ ADP
linn linn Case=Dat|Gender=Fem|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
Banrigh banrigh Case=Gen|Gender=Fem|Number=Sing NOUN
Anna Anna Case=Gen|Gender=Fem PROPN
. . _ PUNCT

A-màireach a-màireach _ ADV
bidh bi Tense=Fut VERB
croit croit Case=Nom|Gender=Fem|Number=Sing NOUN
ort air Number=Sing|Person=2 ADP
a' ag _ PART
giùlan giùlan VerbForm=Vnoun NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
airgid airgid Case=Gen|Gender=Masc|Number=Sing NOUN
dhan do _ ADP
bhanca banca Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
is is _ CCONJ
bidh bi Tense=Fut VERB
an an Gender=Fem|Number=Sing DET
fheadhainn feadhainn Case=Nom|Gender=Fem|Number=Sing NOUN
nach nach PartType=Vb|Polarity=Neg|PronType=Rel PART
do do Tense=Past PART
thionndaidh tionndaidh Tense=Past VERB
a-mach a-mach _ ADV
gan gan _ PART
ithe ith VerbForm=Vnoun NOUN
fhèin fhèin Reflex=Yes PRON
le le _ ADP
aithreachas aithreachas Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT
" " _ PUNCT

Feumaidh feum Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
faighinn faigh _ NOUN
tron tron _ ADP
oidhche oidhch Case=Dat|Gender=Fem|Number=Sing NOUN
a-nochd a-nochd _ ADV
an an _ ADV
toiseach toiseach _ ADV
. . _ PUNCT

'S is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
a-nochd a-nochd _ ADP
a a PartType=Vb|PronType=Rel PART
dhèanadh dèan Mood=Cnd VERB
dragh dragh Case=Nom|Gender=Masc|Number=Sing NOUN
dhòmhsa dhòmhsa Number=Sing|Person=1|PronType=Emp ADP
nam nam _ PART
bithinn bithinn Mood=Cnd|Person=1 VERB
nad nad _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
de de _ ADP
thàlann tàlann Case=Dat|Gender=Masc|Number=Sing NOUN
agad agad Number=Sing|Person=2 ADP
a a PartType=Vb|PronType=Rel PART
leigeadh leig Mood=Cnd VERB
leat le Number=Sing|Person=2 ADP
a a PartType=Inf PART
bhith bi VerbForm=Inf NOUN
nam nam _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
sìon sìon Case=Nom|Gender=Masc|Number=Sing NOUN
agam aig Number=Sing|Person=1 ADP
mu mu _ ADP
dheidhinn deidhinn _ ADP
' ' _ PUNCT
contracts contracts Foreign=Yes X
' ' _ PUNCT
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
an an Gender=Masc|Number=Sing DET
duine duine Case=Nom|Gender=Masc|Number=Sing NOUN
liath liath Case=Nom|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

“ “ _ PUNCT
Oidhche oidhche Case=Nom|Gender=Fem|Number=Sing NOUN
bheag beag Case=Nom|Gender=Fem|Number=Sing ADJ
shuarach suarach Case=Nom|Gender=Fem|Number=Sing ADJ
mar mar _ ADP
seo seo _ PRON
, , _ PUNCT
chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
feum feum Case=Nom|Gender=Masc|Number=Sing NOUN
againn aig Number=Plur|Person=1 ADP
orra air Number=Plur|Person=3 ADP
. . _ PUNCT

Nam nam _ PART
b' is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
concert concert Foreign=Yes X
ann ann _ ADP
an an _ ADP
theatre theatre Foreign=Yes X
a a PartType=Vb|PronType=Rel PART
bhiodh bi Mood=Cnd VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
's 's _ CCONJ
deagh deagh _ ADJ
mhogan mogan Case=Nom|Gender=Masc|Number=Sing NOUN
na an _ ADP
chois cas Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
's is _ AUX
dòcha dòcha _ NOUN
gun gun _ PART
cuirinn cuirinn Mood=Cnd|Person=1 VERB
m' m' Number=Sing|Person=1 DET
ainm ainm Case=Nom|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
cùmhnant cùmhnant Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Ach ach _ CCONJ
oidhche oidhche Case=Nom|Gender=Fem|Number=Sing NOUN
bheag beag Case=Nom|Gender=Fem|Number=Sing ADJ
ann ann _ ADP
an an _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
mar mar _ ADP
seo seo _ PRON
- - _ PUNCT
cia cia Mood=Int PRON
mheud mheud Mood=Int PRON
a a PartType=Vb|PronType=Rel PART
ghlèidheas ghlèidh Tense=Fut VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
? ? _ PUNCT

Ceud ceud _ NUM
? ? _ PUNCT

Chan is _ AUX
fhiach fiach Case=Nom|Gender=Masc|Number=Sing NOUN
e e Gender=Masc|Number=Sing|Person=3 PRON
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
chreid creid Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
gum gum _ PART
bodraig bodraig Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
. . _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Sin sin _ PRON
a a PartType=Vb|PronType=Rel PART
chuala cluinn Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

“ “ _ PUNCT
Chuala cluinn Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
sin sin _ PRON
gun gun _ ADP
teagamh teagamh Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

' ' _ PUNCT
Cha is _ AUX
chaomh chaomh _ NOUN
leis le _ ADP
a' an Gender=Masc|Number=Sing DET
Chaimbeulach caimbeulach Case=Dat|Gender=Masc|Number=Sing NOUN
contract contract Foreign=Yes X
idir idir _ ADV
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
bhi bi Tense=Fut VERB
Don Don Case=Nom|Gender=Masc PROPN
Campbell Campbell _ PROPN
ag ag _ PART
obair obraich VerbForm=Vnoun NOUN
le le _ ADP
contract contract Foreign=Yes NOUN
. . _ PUNCT
' ' _ PUNCT

Tha bi Tense=Pres VERB
latha latha Case=Nom|Gender=Masc|Number=Sing NOUN
eile eile Case=Nom|Gender=Masc|Number=Sing ADJ
agad agad Number=Sing|Person=2 ADP
a-nis a-nis _ ADV
, , _ PUNCT
a a PartType=Voc PART
Dhòmhnaill Dòmhnaill Case=Voc|Gender=Masc PROPN
. . _ PUNCT
" " _ PUNCT

Thug toir Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
duilleag duilleag Case=Nom|Gender=Fem|Number=Sing NOUN
phàipeir pàipeir Case=Gen|Gender=Masc|Number=Sing NOUN
a-mach a-mach _ ADV
às as _ ADP
pòcaid pòcaid Case=Dat|Gender=Fem|Number=Sing NOUN
taobh taobh Case=Nom|Gender=Masc|Number=Sing NOUN
a-staigh a-staigh _ ADJ
na an Case=Gen|Gender=Fem|Number=Sing DET
seacaid seacaid Case=Gen|Gender=Fem|Number=Sing NOUN
aige aig Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

“ “ _ PUNCT
Cuir cuir Mood=Imp|Person=2 VERB
d' d' Number=Sing|Person=2 DET
ainm ainm Case=Nom|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
seo seo _ PRON
. . _ PUNCT
" " _ PUNCT

Ghabh gabh Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
Caimbeul Caimbeul _ PROPN
an an Gender=Masc|Number=Sing DET
cùmhnant cùmhnant Case=Nom|Gender=Masc|Number=Sing NOUN
eadar eadar _ ADP
òrdag òrdag Case=Nom|Gender=Fem|Number=Sing NOUN
is is _ CCONJ
sgealbag sgealbag Case=Nom|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

“ “ _ PUNCT
Mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
thoilicheas thoilich Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
fhèin fhèin Reflex=Yes PRON
, , _ PUNCT
'ille gille Case=Voc|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
. . _ PUNCT

“ “ _ PUNCT
'S is _ AUX
tusa thu Number=Sing|Person=2|PronType=Emp PRON
an an Gender=Masc|Number=Sing DET
gafair gafair Case=Nom|Gender=Masc|Number=Sing NOUN
. . _ PUNCT
" " _ PUNCT

Chuir cuir Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
am an Gender=Masc|Number=Sing DET
pàipear pàipear Case=Nom|Gender=Masc|Number=Sing NOUN
na an _ ADP
phòcaid-thòine pòcaid-thòin Case=Dat|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

“ “ _ PUNCT
Soighnig soighnig Mood=Imp|Person=2 VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
beag beag Case=Nom|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

“ “ _ PUNCT
Tha bi Tense=Pres VERB
mi mi Number=Sing|Person=1 PRON
ga ga _ PART
mhìnigeadh mìnig VerbForm=Vnoun NOUN
, , _ PUNCT
a a PartType=Voc PART
Dhòmhnaill Dòmhnaill Case=Voc|Gender=Masc PROPN
. . _ PUNCT

Ma ma _ SCONJ
tha bi Tense=Pres VERB
thusa thu Number=Sing|Person=2|PronType=Emp PRON
deònach deònach _ ADJ
do do Number=Sing|Person=2 DET
ghnothaich gnothaich Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
dhèanamh dèan VerbForm=Inf NOUN
le le _ ADP
crathadh crathadh Case=Dat|Gender=Masc|Number=Sing NOUN
làmhan làmh Case=Gen|Gender=Fem|Number=Plur NOUN
's 's _ CCONJ
bullshit bullshit Foreign=Yes NOUN
mar mar _ ADP
sin sin _ PRON
, , _ PUNCT
biodh bi Mood=Imp VERB
agad agad Number=Sing|Person=2 ADP
. . _ PUNCT

Ach ach _ CCONJ
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
thu thu Number=Sing|Person=2 PRON
'g 'g _ PART
obair obraich VerbForm=Vnoun NOUN
dhòmhsa dhòmhsa Number=Sing|Person=1|PronType=Emp ADP
, , _ PUNCT
na an _ ADP
mo mo Number=Sing|Person=1 DET
phub pub Case=Dat|Gender=Masc|Number=Sing NOUN
fhìn fhìn Reflex=Yes PRON
, , _ PUNCT
cuiridh cuir Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
d' d' Number=Sing|Person=2 DET
ainm ainm Case=Nom|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
contract contract Foreign=Yes X
. . _ PUNCT

Okay okay Foreign=Yes X
? ? _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Rudeigin rudeigin Case=Nom|Gender=Masc|Number=Sing NOUN
mu mu _ ADP
dheidhinn deidhinn _ ADP
sgrìob sgrìob Case=Gen|Gender=Masc|Number=Sing NOUN
a a _ ADP
Venezuela Venezuela _ PROPN
, , _ PUNCT
an is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
? ? _ PUNCT
" " _ PUNCT

“ “ _ PUNCT
Na na Mood=Imp|PartType=Vb|Polarity=Neg PART
bi bi Mood=Imp|Person=2 VERB
' ag _ PART
faighneachd faighnich VerbForm=Vnoun NOUN
, , _ PUNCT
" " _ PUNCT
thuirt abair Tense=Past VERB
Caimbeul Caimbeul _ PROPN
. . _ PUNCT

“ “ _ PUNCT
Gheall geall Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
gun gun _ PART
dèanainn dèanainn Mood=Cnd|Person=1 VERB
an an Number=Sing DET
gig gig Foreign=Yes X
. . _ PUNCT

Nì dèan Tense=Fut VERB
